Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",2/2/2024,132733,Day Nursery,Abbeywood Tots Nursery,Abbeywood Tots Nursery Stockwood Lane Stockwood Bristol BS14 8SJ,,Stockwood Lane,Bristol,BS14 8SJ,Stockwood,362181,167903,Freehold,,Land and Building(s),,0.143615,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,138300,Land/Bldgs held for Development,The George And Railway,,,,,BS1 ,Central,,,Freehold,Vacant,Land and Building(s),,0.148847,,Surplus / Non-operational / Under Review
"Bristol, City of",2/2/2024,850,Land-Unused Land,Site Of Novers Lane Infant School,,,,,BS4 ,Filwood,,,Freehold,Vacant,Land only,,1.093139,,Surplus / Non-operational / Under Review
"Bristol, City of",2/2/2024,124452,Community Centre/Facilities,Collinson Road Community Room,Collinson Road Community Room 14 Collinson Road Hartclffe Bristol BS13 9PT,14,Collinson Road,Bristol,BS13 9PT,Hartcliffe & Withywood,357784,168162,Freehold,,Land and Building(s),,0.03626,Yes,Direct Service
"Bristol, City of",2/2/2024,124674,Land-Amenity,Amenity Land Around Hayleigh House,Amenity Land Around Hayleigh House Silcox Road Hartcliffe Bristol BS13 0JQ,,,,BS13 0JQ,Hartcliffe & Withywood,358361,167690,Freehold,,Land only,,0.02714,Yes,Direct Service
"Bristol, City of",2/2/2024,138528,Shop/Kiosk,134 Walsh Avenue,134 Walsh Avenue Loxton Square Hengrove Bristol BS14 9SH,134,Walsh Avenue,Bristol,BS14 9SH,Hengrove & Whitchurch Park,360413,168882,Leasehold,,Building(s) only,,0.022912,,Investment Properties
"Bristol, City of",2/2/2024,128145,Library,Whitchurch Library,Whitchurch Library Unit 7 Whitchurch District Centre Oatlands Avenue Bristol BS14 0SX,,Oatlands Avenue,Bristol,BS14 0SX,Hengrove & Whitchurch Park,360329,168488,Leasehold,,Building(s) only,305.85,0.028929,Yes,Direct Service
"Bristol, City of",2/2/2024,138390,Primary School,St Annes Infant School,St Annes Infant School Bloomfield Road St Annes Bristol  BS4 3QT,,,,BS4 3QT,Brislington West,361833,172200,Management Agreement,,Land and Building(s),1865.3,0.454156,Yes,Direct Service
"Bristol, City of",2/2/2024,138352,Primary School,Oasis Academy Marksbury Road,Oasis Academy Marksbury Road Marksbury Road Bedminster Bristol BS3 5JL,,Marksbury Road,Bristol,BS3 5JL,Filwood,359051,170743,Freehold,,Land and Building(s),,0.562474,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,138414,Primary School,Filton Avenue Primary School,Filton Avenue Primary School Lockleaze Road Horfield Bristol BS7 9RP,,Lockleaze Road,Bristol,BS7 9RP,Lockleaze,360113,177097,Freehold,,Land and Building(s),3680,1.722775,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,498,Primary School,Willow Park CE VC School - Playground No 2,Willow Park CE VC School - Playground No 2 Upper Church Lane St Michaels Bristol,,Park Lane,Bristol,BS2 8BE,Central,354890,173280,Leasehold,,Land only,,0.062923,Yes,Direct Service
"Bristol, City of",2/2/2024,138297,Land-Garden,Newlyn Walk - Land To The Rear Of 8-10,Newlyn Walk - Land To The Rear Of 8-10 Knowle Bristol  BS4 2SL,,,,BS4 2SL,Knowle,360764,170439,Freehold,,Land only,,0.044947,Yes,Direct Service
"Bristol, City of",2/2/2024,138399,Land-Residential,Land At Rear Of 38-42 Lampton Avenue,Land At Rear Of 38-42 Lampton Avenue Lampton Avenue Hartcliffe Bristol BS13 0PZ,,,,BS13 0PZ,Hengrove & Whitchurch Park,359076,167320,Freehold,,Land only,,0.090229,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,39873,Land-Residential,Morris Road - Land At,Morris Road - Land At Lockleaze Bristol BS7 9TT,,,,BS7 9TT,Lockleaze,360276,176088,Freehold,,Land only,,0.003217,Yes,Direct Service
"Bristol, City of",2/2/2024,116240,Offices,Unit 5-6 Brunel Lock Development,Unit 5-6 Brunel Lock Development Smeaton Road Hotwells Bristol BS1 6SE,,Smeaton Road,Bristol,BS1 6SE,Hotwells & Harbourside,356783,172248,Leasehold,,Land and Building(s),412,0.067738,Yes,Direct Service
"Bristol, City of",2/2/2024,138841,Land/Bldgs held for Development,Site Of Former Brunel Ford Garage,Site Of Former Brunel Ford Garage Muller Road Horfield Bristol,,Muller Road,Bristol,BS7 9ND,Lockleaze,359910,176178,Freehold,,Land only,,0.483702,Yes,Direct Service
"Bristol, City of",2/2/2024,139019,Bridge/Pontoon,Skew Bridge,Skew Bridge Winterstoke Road Ashton Bristol BS3 2LD,,,,BS3 2LD,Bedminster,356728,171324,Freehold,,Structure,,0.154866,Yes,Infrastructure
"Bristol, City of",2/2/2024,138560,Garage/Garages/Car Parking - Domestic,Communal Car Park,Communal Car Park Fox Road Easton Bristol BS5 0YD,,,,BS5 0YD,Lawrence Hill,360534,174437,Freehold,,Land only,,0.037254,Yes,Direct Service
"Bristol, City of",2/2/2024,250,Community Centre/Facilities,Manor Farm Boys Club,Manor Farm Boys Club Wellington Hill Horfield Bristol BS7 8ST,,Wellington Hill,Bristol,BS7 8ST,Horfield,359138,176748,Freehold,,Land and Building(s),355,0.104765,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,139061,Land-Unused Land,Knighton Road - Land Adjoining 82,Knighton Road - Land Adjoining 82 Southmead Bristol BS10 5SF,,,,BS10 5SF,Southmead,359295,178581,Freehold,,Land only,,0.01485,,Surplus / Non-operational / Under Review
"Bristol, City of",2/2/2024,139072,Nursery School,Ilminster Avenue Specialist Nursery School And Childrens Centre,Ilminster Avenue Specialist Nursery School And Childrens Centre Ilminster Avenue Knowle  Bristol BS4 1BX,10,Throgmorton Road,Bristol,BS4 1BX,Knowle,360067,169844,Freehold,,Land and Building(s),1373.9,0.759828,Yes,Direct Service
"Bristol, City of",2/2/2024,4569,Sports Building/Hall/Facility,Durdham Down Dressing Rooms,Durdham Down Dressing Rooms Stoke Road Stoke Bishop Bristol BS9 1FG,,Stoke Road,Bristol,BS9 1FG,Stoke Bishop,357096,175009,Management Agreement,,Building(s) only,692,0.062312,Yes,Direct Service
"Bristol, City of",2/2/2024,126894,Industrial/Workshop,Units 1 And 2 Little Ann Street,Units 1 And 2 Little Ann Street St Judes Bristol BS2 9EB,,,,BS2 9EB,Lawrence Hill,359881,173573,Freehold,,Land and Building(s),1132.18,0.099943,,Investment Properties
"Bristol, City of",2/2/2024,126896,Industrial/Workshop,Unit 3 Little Ann Street,Unit 3 Little Ann Street St Judes Bristol BS2 9EB,,,,BS2 9EB,Lawrence Hill,359861,173553,Freehold,,Land and Building(s),380.97,0.055254,,Investment Properties
"Bristol, City of",2/2/2024,126897,Industrial/Workshop,Unit 4 Little Ann Street,Unit 4 Little Ann Street Little Ann Street St Judes Bristol BS2 9EB,,Little Ann Street,Bristol,BS2 9EB,Lawrence Hill,359855,173544,Freehold,,Land and Building(s),351,0.05491,,Investment Properties
"Bristol, City of",2/2/2024,126898,Industrial/Workshop,Unit 5 Little Ann Street,Unit 5 Little Ann Street St Judes Bristol BS2 9EB,,,,BS2 9EB,Lawrence Hill,359847,173535,Freehold,,Land and Building(s),353.56,0.054977,,Investment Properties
"Bristol, City of",2/2/2024,126899,Industrial/Workshop,Unit 6 Little Ann Street,Unit 6 Little Ann Street St Judes Bristol BS2 9EB,,,,BS2 9EB,Lawrence Hill,359839,173527,Freehold,,Land and Building(s),361.16,0.057594,,Investment Properties
"Bristol, City of",2/2/2024,128177,Special School,New Fosseway Special School BSF,New Fosseway Special School BSF Bridge Learning Campus Teyfant Road Bristol BS13 0RL,,Teyfant Road,Bristol,BS13 0RL,Hengrove & Whitchurch Park,359145,167730,Management Agreement,,Land and Building(s),,0.151713,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,4018,Offices,Brookland Hall,Brookland Hall Conduit Place Ashley Vale Bristol BS2 9RU,,Conduit Place,Bristol,BS2 9RU,Ashley,360147,174343,Informal Agreement,,Building(s) only,,0.036293,Yes,Direct Service
"Bristol, City of",2/2/2024,138337,Land-Industrial,Filwood Green Business Park,Filwood Green Business Park 1 Filwood Park Lane Hengrove Bristol BS4 1ET,1,Filwood Park Lane,Bristol,BS4 1ET,Filwood,359417,169186,Freehold,,Land and Building(s),5631.6,1.164196,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,253,Scout/Guide Building,Wellington Hill Scout Hut,Wellington Hill Scout Hut Rozel Road Horfield Bristol BS7 8SQ,,Rozel Road,Bristol,BS7 8SQ,Bishopston & Ashley Down,359165,176515,Freehold,,Land and Building(s),142.98,0.07495,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,38270,Offices,16 Henacre Road,16 Henacre Road Lawrence Weston Bristol BS11 0HD,16,Henacre Road,Bristol,BS11 0HD,Avonmouth & Lawrence Weston,353527,177726,Freehold,,Land and Building(s),,0.0152,Yes,Direct Service
"Bristol, City of",2/2/2024,124711,E P Home/Dwellings,Redfield Lodge,Redfield Lodge Avonvale Road Redfield Bristol BS5 9RG,,Avonvale Road,Bristol,BS5 9RG,St George West,361617,173469,Freehold,,Land and Building(s),2254.5,0.524471,Yes,Direct Service
"Bristol, City of",2/2/2024,129985,Primary School,St Ursulas Academy,St Ursulas Academy Brecon Road Westbury-on-Trym Bristol BS9 4DT,,,,BS9 4DT,Westbury-on-Trym & Henleaze,357443,176640,Freehold Reversion,,Land and Building(s),,2.866683,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,128392,Land-Car/Lorry Park,Bottle Yard Studios - Car Park Adjoining,Bottle Yard Studios - Car Park Adjoining Whitchurch Lane Whitchurch Bristol  BS14 0BH,,,,BS14 0BH,Hengrove & Whitchurch Park,359554,168119,Freehold,,Land only,,2.025212,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,87229,Statue/Monument/Fountain,Arnos Vale Cemetery - War Memorial,Arnos Vale Cemetery - War Memorial Bath Road Brislington Bristol BS4 3EW,,,,BS4 3EW,Knowle,360762,171584,Maintenance Obligation,,Structure,,0.002508,Yes,Heritage Assets
"Bristol, City of",2/2/2024,127669,Offices,Amelia Court,Amelia Court Pipe Lane City Centre Bristol BS1 5AJ,,Pipe Lane,Bristol,BS1 5AJ,Central,358513,172955,Freehold,,Land and Building(s),28573.9,0.131335,,Investment Properties
"Bristol, City of",2/2/2024,127651,Shop/Kiosk,14 The Arcade,14 The Arcade City Centre Bristol BS1 3JA,14,The Arcade,Bristol,BS1 3JA,Central,359068,173395,Leasehold,,Building(s) only,,0.004773,,Investment Properties
"Bristol, City of",2/2/2024,128348,Sports Building/Hall/Facility,Hengrove Park Leisure Centre,Hengrove Park Leisure Centre Hengrove Promenade Hengrove Bristol BS14 0DE,,Hengrove Promenade,Bristol,BS14 0DE,Hengrove & Whitchurch Park,359419,168426,Freehold,,Land and Building(s),,1.336785,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,330,Scout/Guide Building Land,Scout Resource Centre,Scout Resource Centre Gadshill Road Eastville Bristol BS5 6LJ,,Gadshill Road,Bristol,BS5 6LJ,Eastville,361451,175059,Freehold,,Land only,227.7,0.060926,,Indirect Service / Non-Investment Letting(s)
"Bristol, City of",2/2/2024,10905,Shop/Kiosk,6-8 High Street,6-8 High Street Portishead North Somerset BS20 6EW,,,,BS20 6EW,Outside Bristol,346745,176588,Freehold,,Land and Building(s),258.6,0.013709,,Investment Properties
"Bristol, City of",2/2/2024,10110,Industrial/Workshop,Easton Business Centre,Easton Business Centre Felix Road Easton Bristol BS5 0HE,,Felix Road,Bristol,BS5 0HE,Lawrence Hill,360672,173832,Freehold,,Land and Building(s),0,0.39977,,Investment Properties
"Bristol, City of",2/2/2024,10664,Industrial/Workshop,Fourth Way - Unit 6,Fourth Way - Unit 6 Unit 6 Fourth Way Avonmouth Bristol BS11 8DL,,Fourth Way,Bristol,BS11 8DL,Avonmouth & Lawrence Weston,352962,178268,Freehold,,Land and Building(s),0,0.36693,,Investment Properties
"Bristol, City of",2/2/2024,10665,Industrial/Workshop,Unit 3 Fifth Way,Unit 3 Fifth Way Avonmouth Bristol BS11 8TD,,,,BS11 8TD,Avonmouth & Lawrence Weston,353185,178511,Freehold,,Land and Building(s),0,1.323998,,Investment Properties
"Bristol, City of",2/2/2024,10667,Industrial/Workshop,Unit 7 Avonmouth Way,Unit 7 Avonmouth Way First Way Avonmouth Bristol BS11 9YA,,,,BS11 9YA,Avonmouth & Lawrence Weston,352149,178382,Freehold,,Land and Building(s),0,0.376807,,Investment Properties
"Bristol, City of",2/2/2024,10668,Industrial/Workshop,Fourth Way - Unit 4,Fourth Way - Unit 4 Avonmouth Bristol BS11 8DP,,Fourth Way,Bristol,BS11 8DP,Avonmouth & Lawrence Weston,352843,178234,Freehold,,Land and Building(s),3500,0.86621,,Investment Properties
"Bristol, City of",2/2/2024,10669,Industrial/Workshop,Unit 11 Fourth Way,Unit 11 Fourth Way Avonmouth Bristol BS11 8DP,,Fourth Way,Bristol,BS11 8DP,Avonmouth & Lawrence Weston,352877,178296,Freehold,,Land and Building(s),,0.406278,,Investment Properties
"Bristol, City of",2/2/2024,10670,Store/Depot/Warehouse,Fifth Way - Premises At,Fifth Way - Premises At Avonmouth Trading Estate Avonmouth Bristol BS11 8DT,,Fifth Way,Bristol,BS11 8DT,Avonmouth & Lawrence Weston,353317,178487,Freehold,,Land and Building(s),,0.887574,,Investment Properties
"Bristol, City of",2/2/2024,10915,Offices,High Street - Premises At,,,,,BS20 ,Outside Bristol,,,Freehold,Vacant,Land and Building(s),200,0.054376,,Investment Properties
"Bristol, City of",2/2/2024,10916,Offices,46 High Street,46 High Street Portishead North Somerset BS20 6EL,,,,BS20 6EL,Outside Bristol,346695,176390,Freehold,,Land and Building(s),90,0.022084,,Investment Properties
"Bristol, City of",2/2/2024,10917,Shop/Kiosk,52 High Street,52 High Street Portishead North Somerset BS20 6EL,,,,BS20 6EL,Outside Bristol,346691,176369,Freehold,,Land and Building(s),100,0.016985,,Investment Properties
"Bristol, City of",2/2/2024,10918,Shop/Kiosk,54 High Street,54 High Street Portishead North Somerset BS20 6EL,,,,BS20 6EL,Outside Bristol,346691,176363,Freehold,,Land and Building(s),185,0.021045,,Investment Properties
"Bristol, City of",2/2/2024,10922,Shop/Kiosk,Essex House - 1,Essex House - 1 109 High Street Portishead North Somerset BS20 6PT,,,,BS20 6PT,Outside Bristol,346758,175964,Freehold,,Land and Building(s),250,0.020557,,Investment Properties
"Bristol, City of",2/2/2024,10633,Industrial/Workshop,Unit 2 First Way,Unit 2 First Way Avonmouth Bristol BS11 9EF,,Neale Way,Bristol,BS11 9EF,Avonmouth & Lawrence Weston,352083,178269,Freehold,,Land and Building(s),0,0.218944,,Investment Properties
"Bristol, City of",2/2/2024,10635,Industrial/Workshop,British Bakeries Premises,British Bakeries Premises Unit 3 Second Way Avonmouth Bristol BS11 8DQ,,Second Way,Bristol,BS11 8DQ,Avonmouth & Lawrence Weston,352570,178200,Freehold,,Land and Building(s),0,2.122361,,Investment Properties
"Bristol, City of",2/2/2024,10637,Industrial/Workshop,Units 1-10 Lescren Way,Units 1-10 Lescren Way Avonmouth Bristol BS11 8DG,,Lescren Way,Bristol,BS11 8DG,Avonmouth & Lawrence Weston,352766,178367,Freehold,,Land and Building(s),5000,1.085026,,Investment Properties
"Bristol, City of",2/2/2024,10638,Industrial/Workshop,Second Way - Warehouse Premises On East Side,Second Way - Warehouse Premises On East Side Second Way Avonmouth Bristol BS11 8DF,,Second Way,Bristol,BS11 8DF,Avonmouth & Lawrence Weston,352722,178275,Freehold,,Land and Building(s),0,0.946011,,Investment Properties
"Bristol, City of",2/2/2024,10639,Store/Depot/Warehouse,Point 4 Industrial Estate,Point 4 Industrial Estate Block C Units 9/10/11 Second Way Avonmouth Bristol BS11 8DF,,,,BS11 8DF,Avonmouth & Lawrence Weston,352706,178217,Freehold Reversion,,Land and Building(s),0,0.410434,,Investment Properties
"Bristol, City of",2/2/2024,10640,Store/Depot/Warehouse,Point 4 Industrial Estate - Units 1-6,Point 4 Industrial Estate - Units 1-6 Block A Second Way Avonmouth Bristol BS11 8DF,,Second Way,Bristol,BS11 8DF,Avonmouth & Lawrence Weston,352780,178152,Freehold Reversion,,Land and Building(s),4000,0.79066,,Investment Properties
"Bristol, City of",2/2/2024,10641,Store/Depot/Warehouse,Point 4 Industrial Estate - Units 7-8,Point 4 Industrial Estate - Units 7-8 Block B 7-8 Second Way Avonmouth Bristol BS11 8DF,,Second Way,Bristol,BS11 8DF,Avonmouth & Lawrence Weston,352667,178207,Freehold Reversion,,Land and Building(s),3500,0.643637,,Investment Properties
"Bristol, City of",2/2/2024,10643,Industrial/Workshop,Third Way - Unit 8 - Part Of,Third Way - Unit 8 - Part Of Avonmouth Bristol BS11 9YL,,,,BS11 9YL,Avonmouth & Lawrence Weston,352342,178613,Freehold,,Land and Building(s),0,1.677269,,Investment Properties
"Bristol, City of",2/2/2024,10614,Industrial/Workshop,Unit 15 Avonmouth Way West,Unit 15 Avonmouth Way West Avonmouth Bristol BS11 9EX,,Avonmouth Way West,Bristol,BS11 9EX,Avonmouth & Lawrence Weston,352024,178502,Freehold,,Land and Building(s),0,1.588285,,Investment Properties
"Bristol, City of",2/2/2024,139270,Land-Garden,Cattistock Drive - Land Rear Of 4,Cattistock Drive - Land Rear Of 4 Cattistock Drive St George Bristol BS5 8UD,,,,BS5 8UD,St George Troopers Hill,363239,172956,Freehold,,Land only,,0.001344,,Surplus / Non-operational / Under Review
"Bristol, City of",2/2/2024,17393,Store/Depot/Warehouse,1-3 Peters Terrace,1-3 Peters Terrace Barton Hill Bristol BS5 0BW,1,Peters Terrace,Bristol,BS5 0BW,Lawrence Hill,360580,173188,Freehold,,Land and Building(s),,0.1861,,Investment Properties
"Bristol, City of",2/2/2024,121177,Land-Amenity,Land Adjoining Crome Road,Land Adjoining Crome Road Lockleaze Bristol BS7 9YQ,,,,BS7 9YQ,Lockleaze,360821,177097,Freehold,,Land only,,0.002963,Yes,Direct Service
"Bristol, City of",2/2/2024,10697,Garage/Garages/Car Parking - Domestic,Land At Rear Of 158-162 Slade Road,Land At Rear Of 158-162 Slade Road Newlands Hill Portishead North Somerset BS20 6AS,,,,BS20 6AS,Outside Bristol,346444,176002,Freehold,,Land and Building(s),0,0.047645,,Investment Properties
"Bristol, City of",2/2/2024,10457,Offices,1 Victoria Street,1 Victoria Street Redcliff Bristol BS1 6AA,1,Victoria Street,Bristol,BS1 6AA,Central,359018,172855,Freehold,,Land and Building(s),3800,0.086377,,Investment Properties
"Bristol, City of",2/2/2024,10458,Offices,Canningford House,Canningford House 38 Victoria Street Temple Bristol BS1 6BY,38,Victoria Street,Bristol,BS1 6BY,Central,359233,172784,Freehold,,Land and Building(s),6122,0.071369,,Investment Properties
"Bristol, City of",2/2/2024,10459,Offices,The Paragon,The Paragon 32-36 Victoria Street Temple Bristol BS1 6BY,,,,BS1 6BY,Central,359214,172812,Freehold,,Land and Building(s),6483,0.172184,,Investment Properties
"Bristol, City of",2/2/2024,10462,Offices,4-6 Victoria Street,4-6 Victoria Street Redcliff Bristol BS1 6BN,4,Victoria Street,Bristol,BS1 6BN,Central,359113,172857,Freehold,,Land and Building(s),367.2,0.024837,,Investment Properties
"Bristol, City of",2/2/2024,10948,Shop/Kiosk,2 Cabstand,2 Cabstand Portishead North Somerset BS20 7HW,,,,BS20 7HW,Outside Bristol,346762,176620,Freehold,,Land and Building(s),178.74,0.018264,,Investment Properties
