Organisation Name,Effective Date,Property ID,Property Type,Property Name,Property Name/Address (Where no UPRN),Street Number,Street,Town / Post Town,Postcode,Ward,Geo X (Easting),Geo Y (Northing),Tenure Type,Vacant,Holding Type,Building Size - GIA (M2),Site Area (Hectares),Occupied by Council / Direct Service Property,Purpose / Asset Category
"Bristol, City of",25/01/2016,6533,Store/Depot/Warehouse,Universal House,Universal House Pennywell Road St Judes Bristol BS5 0ER,,Pennywell Road,Bristol,BS5 0ER,Lawrence Hill,359900,173500,Freehold,,Building,,0.2096,,Investment Properties
"Bristol, City of",25/01/2016,8453,Petrol Station/Garage-Commercial,Units 1-2 Russell Town Avenue ,Units 1-2 Russell Town Avenue  Russell Town Avenue  Redfield Bristol BS5 9LU,3,Jane Street,Bristol,BS5 9JD,Easton,360968,173498,Freehold,,Building,,0.1906,,Investment Properties
"Bristol, City of",25/01/2016,8342,Museum,The Red Lodge,The Red Lodge Park Row Clifton Bristol BS1 5LJ,,Park Row,Bristol,BS1 5LJ,Cabot,358436,173112,Freehold,,Building,761,0.127941,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8344,Club/Cinema/Theatre,Red Lodge - The - Part Of,Red Lodge - The - Part Of Park Row Clifton Bristol BS1 5LJ,,Park Row,Bristol,BS1 5LJ,Cabot,358436,173112,Freehold,,Building,,0.048555,,Investment Properties
"Bristol, City of",25/01/2016,9278,Industrial/Workshop,York Street Nursery Units,York Street Nursery Units 1-4 York Street St Werburghs Bristol BS2 9XT,1,York Street,Bristol,BS2 9XT,Ashley,359994,174689,Freehold,,Building,,0.1925,,Investment Properties
"Bristol, City of",25/01/2016,9270,Sports Building/Hall/Facility,Bristol Bowling Club,Bristol Bowling Club Duckmoor Road Ashton Bristol BS3 2BS,,Duckmoor Road,Bristol,BS3 2BS,Southville,357122,171412,Freehold,,Land,,0.329141,,Land and Buildings
"Bristol, City of",25/01/2016,9276,Offices,York House,York House Bond Street City Centre Bristol BS1 3LQ,,Bond Street,Bristol,BS1 3LQ,Ashley,359212,173580,Freehold,,Building,0,0.208438,,Investment Properties
"Bristol, City of",25/01/2016,9277,Industrial/Workshop,2-8 York Street,2-8 York Street St Werburghs Bristol BS2 9XT,14,York Street,Bristol,BS2 9XT,Ashley,360064,174708,Freehold,,Building,,0.065126,,Investment Properties
"Bristol, City of",25/01/2016,566,Transfer Station,Great Western Refuse Transfer Station,Great Western Refuse Transfer Station George Jones Road Barton Hill Bristol BS2 0QS,,George Jones Road,Bristol,BS2 0QS,Lawrence Hill,360365,173099,Leasehold,,Building,1739.1,1.428109,Yes,Land and Buildings
"Bristol, City of",25/01/2016,6476,Cafe/Restaurant,Mud Dock Cafe And Cycle Works,Mud Dock Cafe And Cycle Works 40 The Grove City Centre Bristol BS1 4RB,40,The Grove,Bristol,BS1 4RB,Cabot,358712,172428,Freehold,,Building,,0.047913,,Investment Properties
"Bristol, City of",25/01/2016,6478,Offices,Potstop - 42 The Grove,Potstop - 42 The Grove City Centre Bristol BS1 4RB,42,The Grove,Bristol,BS1 4RB,Cabot,358694,172432,Freehold,,Building,42.4,0.0049,,Investment Properties
"Bristol, City of",25/01/2016,6479,Offices,44 The Grove,44 The Grove City Centre Bristol BS1 4RB,44,The Grove,Bristol,BS1 4RB,Cabot,358675,172433,Freehold,,Building,56.3,0.0062,,Land and Buildings
"Bristol, City of",25/01/2016,8836,Land-Car/Lorry Park,College Street Public Car Park,College Street Public Car Park College Street City Centre Bristol BS1 5UY,,College Street,Bristol,BS1 5UY,Cabot,358192,172758,Freehold,,Land,,0.410257,Yes,Land and Buildings
"Bristol, City of",25/01/2016,7074,Store/Depot/Warehouse,1-5 St Gabriels Road,1-5 St Gabriels Road Easton Bristol BS5 0RT,,St Gabriels Road,Bristol,BS5 0RT,Lawrence Hill,360570,173849,Freehold,,Land,,0.043281,,Land and Buildings
"Bristol, City of",25/01/2016,9005,Industrial/Workshop,9 Orange Street - Premises At,9 Orange Street - Premises At St Pauls Bristol BS2 9HG,9,Orange Street,Bristol,BS2 9HG,Ashley,359565,173671,Freehold,,Building,,0,,Investment Properties
"Bristol, City of",25/01/2016,8936,Offices,33-38 High Street,33-38 High Street City Centre Bristol BS1 2AW,35,High Street,Bristol,BS1 2AW,Cabot,358929,172974,Freehold,,Building,,0.02976,,Investment Properties
"Bristol, City of",25/01/2016,8937,Store/Depot/Warehouse,Market Gate,,,,,BS1 ,Cabot,,,Freehold,Vacant,Building,,0.02976,,Investment Properties
"Bristol, City of",25/01/2016,8938,Public House,Rummer Public House - Part Of,Rummer Public House - Part Of 39-40 High Street City Centre Bristol BS1 2AT,39,High Street,Bristol,BS1 2AT,Cabot,358913,173002,Freehold,,Building,,0.0164,,Investment Properties
"Bristol, City of",25/01/2016,9458,Store/Depot/Warehouse,Unit 9 Albion Dockside Estate,Unit 9 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6UT,Cabot,357695,172253,Freehold,,Building,101.2,0.01822,,Investment Properties
"Bristol, City of",25/01/2016,9220,Offices,The Waterfront,The Waterfront Welsh Back City Centre Bristol BS1 4SB,,Welsh Back,Bristol,BS1 4SB,Cabot,358924,172595,Freehold,,Building,,0.073515,,Investment Properties
"Bristol, City of",25/01/2016,8947,Community Centre/Facilities,Easton Community Centre,Easton Community Centre Kilburn Street Easton Bristol BS5 6AW,,Kilburn Street,Bristol,BS5 6AW,Easton,361003,173795,Freehold,,Building,1060.5,0.084434,,Land and Buildings
"Bristol, City of",25/01/2016,8306,Offices,19/21 St Georges Road And Land At Rear,19/21 St Georges Road And Land At Rear City Centre Bristol BS1 5UU,19,St Georges Road,Bristol,BS1 5UU,Cabot,358155,172790,Freehold,,Building,,0.0347,,Investment Properties
"Bristol, City of",25/01/2016,8307,Shop/Kiosk,107 St Georges Road,107 St Georges Road City Centre Bristol BS1 5UW,107,St Georges Road,Bristol,BS1 5UW,Cabot,357952,172625,Freehold,,Building,111.1,0.0131,,Investment Properties
"Bristol, City of",25/01/2016,8308,Shop/Kiosk,109 St Georges Road,109 St Georges Road City Centre Bristol BS1 5UW,109,St Georges Road,Bristol,BS1 5UW,Cabot,357946,172625,Freehold,,Building,122.3,0.0133,,Investment Properties
"Bristol, City of",25/01/2016,8309,Shop/Kiosk,111-115 St Georges Road,111-115 St Georges Road City Centre Bristol BS1 5UW,111,St Georges Road,Bristol,BS1 5UW,Cabot,357937,172627,Freehold,,Building,,0.0285,,Investment Properties
"Bristol, City of",25/01/2016,10295,Store/Depot/Warehouse,26 Vale Lane,26 Vale Lane Vale Lane Trading Estate Bedminster Bristol BS3 5SA,26,Vale Lane,Bristol,BS3 5SA,Bishopsworth,357973,169899,Freehold,,Building,,0.499753,,Investment Properties
"Bristol, City of",25/01/2016,10296,Store/Depot/Warehouse,28 Vale Lane,28 Vale Lane Bristol BS3 5RU,28,Vale Lane,Bristol,BS3 5RU,Bishopsworth,357989,169857,Freehold,,Building,,0.36789,,Investment Properties
"Bristol, City of",25/01/2016,10297,Store/Depot/Warehouse,30 Vale Lane,30 Vale Lane Bedminster Bristol BS3 5RU,30,Vale Lane,Bristol,BS3 5RU,Bishopsworth,357956,169822,Freehold,,Building,,0.472194,,Investment Properties
"Bristol, City of",25/01/2016,10298,Land-Open Store/Yard,Vale Lane - Builders Yard At,Vale Lane - Builders Yard At 14 Vale Lane Bedminster Bristol BS3 5RU,,Vale Lane,Bristol,BS3 5RU,Bishopsworth,357891,169999,Freehold,,Land,,0.650956,,Investment Properties
"Bristol, City of",25/01/2016,10301,Store/Depot/Warehouse,77 Hartcliffe Way,77 Hartcliffe Way Bedminster Bristol BS3 5SB,,Hartcliffe Way,Bristol,BS3 5SB,Filwood,358184,169923,Freehold,,Building,,1.184616,,Investment Properties
"Bristol, City of",25/01/2016,10302,Petrol Station/Garage-Commercial,Hartcliffe Way - Garage At,Hartcliffe Way - Garage At Hartcliffe Way Bedminster Bristol BS3 5RH,,Hartcliffe Way,Bristol,BS3 5RH,Bishopsworth,358051,170161,Freehold,,Building,,0.1233,,Investment Properties
"Bristol, City of",25/01/2016,6939,Shop/Kiosk,The Haymarket - 2-28 And The Horsefair - 1-27,The Haymarket - 2-28 And The Horsefair - 1-27 Broadmead Bristol BS1 3LS,,The Horsefair,Bristol,BS1 3BB,Cabot,359018,173417,Freehold,,Building,,0.3615,,Investment Properties
"Bristol, City of",25/01/2016,8896,Land-Car/Lorry Park,Maritime Heritage Centre Public Car Park,Maritime Heritage Centre Public Car Park Gas Ferry Road Harbourside Bristol BS1 6JL,,Gas Ferry Road,Bristol,BS1 6JL,Cabot,357936,172296,Freehold,,Land,,0.763612,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8907,Shop/Kiosk,Rumbles Cafe,Rumbles Cafe Grove Avenue City Centre Bristol BS1 4QY,,Grove Avenue,Bristol,BS1 4QY,Cabot,358752,172462,Freehold,,Building,,0.009,,Investment Properties
"Bristol, City of",25/01/2016,3922,Hotel/Guest House,The Victoria Square Hotel,The Victoria Square Hotel 30 Victoria Square  Clifton  Bristol  BS8 4EW,29,Victoria Square,Bristol,BS8 4EW,Clifton,357328,173083,Freehold,,Building,,0.108021,,Investment Properties
"Bristol, City of",25/01/2016,6584,Shop/Kiosk,4 Jacobs Wells Road,4 Jacobs Wells Road Clifton Bristol BS8 1EA,4,Jacobs Wells Road,Bristol,BS8 1EA,Cabot,357871,172637,Freehold,,Building,103.5,0.005393,,Investment Properties
"Bristol, City of",25/01/2016,6586,Shop/Kiosk,8 Jacobs Wells Road - Ground Floor Shop,8 Jacobs Wells Road - Ground Floor Shop Clifton Bristol BS8 1EA,8,Jacobs Wells Road,Bristol,BS8 1EA,Cabot,357869,172647,Freehold,,Building,92.9,0.005054,,Investment Properties
"Bristol, City of",25/01/2016,10303,Store/Depot/Warehouse,81 Hartcliffe Way/Premises At Hartcliffe Way,81 Hartcliffe Way/Premises At Hartcliffe Way Bedminster Bristol BS3 5SB,79,Hartcliffe Way,Bristol,BS3 5SB,Filwood,358160,169863,Freehold,,Building,,0.661986,,Investment Properties
"Bristol, City of",25/01/2016,10305,Petrol Station/Garage-Commercial,12 Vale Lane,12 Vale Lane Bedminster Bristol BS3 5RU,12,Vale Lane,Bristol,BS3 5RU,Bishopsworth,358020,169997,Freehold,,Building,,0.594936,,Investment Properties
"Bristol, City of",25/01/2016,8377,Land-Industrial,Houlton Street - Land At,Houlton Street - Land At Houlton Street St Pauls Bristol BS2 9DA,,Wellington Road,Bristol,BS2 9DA,Lawrence Hill,359720,173634,Freehold,,Land,,0.707838,,Investment Properties
"Bristol, City of",25/01/2016,8386,Scout/Guide Building Land,227th Bristol Scout Group,227th Bristol Scout Group Eastfield Terrace Westbury-on-Trym Bristol BS9 4BW,,Eastfield Terrace,Bristol,BS9 4BW,Henleaze,357844,177045,Freehold,,Land,,0.149197,,Land and Buildings
"Bristol, City of",25/01/2016,9459,Store/Depot/Warehouse,Units 7 - 8 Albion Dockside Estate,Units 7 - 8 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6TZ,,Hanover Place,Bristol,BS1 6TZ,Cabot,357687,172251,Freehold,,Building,217.8,0.035185,,Investment Properties
"Bristol, City of",25/01/2016,6519,Cafe/Restaurant,45-47 Baldwin Street,45-47 Baldwin Street City Centre Bristol BS1 1RA,45,Baldwin Street,Bristol,BS1 1RA,Cabot,358839,172905,Freehold,,Building,145,0.0131,,Investment Properties
"Bristol, City of",25/01/2016,6520,Shop/Kiosk,Adam And Eve Hairdressing Salon,Adam And Eve Hairdressing Salon 49 Baldwin Street City Centre Bristol BS1 1RA,49,Baldwin Street,Bristol,BS1 1RA,Cabot,358846,172907,Freehold,,Building,77.2,0.0065,,Investment Properties
"Bristol, City of",25/01/2016,6523,Shop/Kiosk,Neptunes Larder,Neptunes Larder 57 Baldwin Street City Centre Bristol BS1 1RA,57,Baldwin Street,Bristol,BS1 1RA,Cabot,358864,172911,Freehold,,Building,50.5,0.0063,,Investment Properties
"Bristol, City of",25/01/2016,8875,Offices,Units 1 And 2 Freeling House,,,,,BS1 ,Lawrence Hill,,,Freehold,Vacant,Building,107.4,0.0183,,Land and Buildings
"Bristol, City of",25/01/2016,8877,Shop/Kiosk,Unit 3 Freeling House,Unit 3 Freeling House Redcliff Cafe Prewett Street Redcliff Bristol BS1 6RE,,Prewett Street,Bristol,BS1 6RE,Lawrence Hill,359120,172194,Freehold,,Building,60.5,0.0096,,Investment Properties
"Bristol, City of",25/01/2016,8878,Shop/Kiosk,Unit 4 Freeling House,Unit 4 Freeling House Prewett Street Redcliff Bristol BS1 6RE,,Prewett Street,Bristol,BS1 6RE,Lawrence Hill,359126,172193,Freehold,,Building,60.5,0.0094,,Investment Properties
"Bristol, City of",25/01/2016,8840,Public House,The Pump House,The Pump House Merchants Road Hotwells Bristol BS8 4PZ,,Merchants Road,Bristol,BS8 4PZ,Clifton,357163,172335,Freehold,,Building,,0.122071,,Investment Properties
"Bristol, City of",25/01/2016,9551,Offices,51a Vincent Close,51a Vincent Close Lawrence Weston Bristol BS11 0UA,51,Vincent Close,Bristol,BS11 0UA,Kingsweston,355288,178575,Freehold,,Building,,0.032232,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8851,Shop/Kiosk,1-11 Fairfax Street And 15-18 Nelson Street,1-11 Fairfax Street And 15-18 Nelson Street Broadmead Bristol BS1 3DD,1,Fairfax Street,Bristol,BS1 3DD,Cabot,358934,173235,Freehold,,Building,,0.141423,,Investment Properties
"Bristol, City of",25/01/2016,8854,Offices,48 Fairfax Street,48 Fairfax Street City Centre Bristol BS1 3BL,48,Fairfax Street,Bristol,BS1 3BL,Cabot,359019,173159,Freehold,,Building,,0.0268,,Investment Properties
"Bristol, City of",25/01/2016,7627,Sports Building/Hall/Facility,Former Bishopsworth Pool,Former Bishopsworth Pool Whitchurch Road Bishopsworth Bristol BS13 7RW,,Whitchurch Road,Bristol,BS13 7RW,Hartcliffe,357181,168728,Freehold,,Building,943,0.100606,,Land and Buildings
"Bristol, City of",25/01/2016,8064,Industrial/Workshop,Underfall Yard Dock Engineers Depot,Underfall Yard Dock Engineers Depot Avon Crescent Hotwells Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Cabot,357202,172114,Freehold,,Building,,0.062192,Yes,Land and Buildings
"Bristol, City of",25/01/2016,9462,Store/Depot/Warehouse,Units 5-6 Albion Dockside Estate,Units 5-6 Albion Dockside Estate Hanover Place Harbourside Bristol BS1 6UT,,Hanover Place,Bristol,BS1 6TZ,Cabot,357687,172251,Freehold,,Building,217.8,0.033481,,Investment Properties
"Bristol, City of",25/01/2016,6786,Sports Building/Hall/Facility,Whitchurch Sports Centre,Whitchurch Sports Centre Bamfield Whitchurch Bristol BS14 0XA,,Bamfield,Bristol,BS14 0XA,Hengrove,359948,168185,Freehold,,Building,4976,1.466137,,Land and Buildings
"Bristol, City of",25/01/2016,6787,Sports Building/Hall/Facility,Whitchurch Sports Stadium And Athletics Track,Whitchurch Sports Stadium And Athletics Track Bamfield Whitchurch Bristol BS14 0XA,,Bamfield,Bristol,BS14 0XA,Hengrove,359949,168188,Freehold,,Building,97.5,3.889557,Yes,Land and Buildings
"Bristol, City of",25/01/2016,6788,Sports Building/Hall/Facility,Whitchurch Sports Ground - Athletics Club Premises,Whitchurch Sports Ground - Athletics Club Premises Bamfield Whitchurch Bristol BS14 0XA,,Bamfield,Bristol,BS14 0XA,Hengrove,359948,168185,Freehold,,Building,,0.005571,,Land and Buildings
"Bristol, City of",25/01/2016,82965,Offices,Bristol Centre For Deaf People,Bristol Centre For Deaf People 16 - 18 King Square Cotham Bristol BS2 8JL,16,King Square,Bristol,BS2 8AZ,Cabot,358949,173834,Informal Agreement,,Building,0,0.000313,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8931,Land-Offices,The Green House,The Green House Hereford Street Bedminster Bristol BS3 4NA,,Hereford Street,Bristol,BS3 4NA,Southville,358686,171414,Freehold,,Land,,0,,Investment Properties
"Bristol, City of",25/01/2016,8933,Offices,Norwich Union House,Norwich Union House 18 - 24 High Street City Centre Bristol BS1 2AH,,High Street,Bristol,BS1 2AH,Cabot,358983,173006,Freehold,,Building,,0.10103,,Investment Properties
"Bristol, City of",25/01/2016,8902,Store/Depot/Warehouse,Eastville Depot,Eastville Depot New Stadium Road Eastville Bristol BS5 6NL,,New Stadium Road,Bristol,BS5 6NL,Lockleaze,360692,174825,Freehold,,Building,591,0.621093,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8814,Land-Car/Lorry Park,Charles Place Public Car Park,Charles Place Public Car Park Charles Place Hotwells Bristol BS8 4QW,,Charles Place,Bristol,BS8 4QW,Clifton,357068,172511,Mixed Title,,Land,,0.020169,Yes,Land and Buildings
"Bristol, City of",25/01/2016,8816,Land-Car/Lorry Park,Charles Place - Additional Land At Car Park,Charles Place - Additional Land At Car Park Charles Place Hotwells Bristol,2,Charles Place,Bristol,BS8 4QW,Clifton,357092,172498,Freehold,,Land,,0.000968,Yes,Land and Buildings
"Bristol, City of",25/01/2016,3819,Shop/Kiosk,1-19 Broadmead And 33-39 Penn Street,1-19 Broadmead And 33-39 Penn Street Broadmead Bristol BS1 3HF,1,Broadmead,Bristol,BS1 3HF,Cabot,359326,173393,Freehold,,Building,,0.180542,,Investment Properties
"Bristol, City of",25/01/2016,3820,Shop/Kiosk,2-6 Broadmead And 108-118 The Horsefair,2-6 Broadmead And 108-118 The Horsefair Broadmead Bristol BS1 3HH,2,Broadmead,Bristol,BS1 3HH,Cabot,359311,173431,Freehold,,Building,,0.0405,,Investment Properties
"Bristol, City of",25/01/2016,3821,Shop/Kiosk,8 Broadmead,8 Broadmead Broadmead Bristol Bs1 3hh,8,Broadmead,Bristol,BS1 3HH,Cabot,359300,173430,Freehold,,Building,,0.0181,,Investment Properties
"Bristol, City of",25/01/2016,3822,Shop/Kiosk,10 Broadmead,10 Broadmead Broadmead Bristol Bs1 3hh,10,Broadmead,Bristol,BS1 3HH,Cabot,359293,173429,Freehold,,Building,,0.0173,,Investment Properties
"Bristol, City of",25/01/2016,3043,Swimming Pool,Bristol North Pool,Bristol North Pool Gloucester Road Bishopston Bristol BS7 8BN,,Gloucester Road,Bristol,BS7 8BN,Redland,358980,175269,Freehold,,Building,1691,0.169382,,Assets Under Construction
"Bristol, City of",25/01/2016,4074,Offices,Netham House,Netham House Blackswarth Road Redfield Bristol BS5 8AR,,Blackswarth Road,Bristol,BS5 8AR,St George West,361761,173465,Freehold,,Building,342,0.040277,,Surplus
"Bristol, City of",25/01/2016,133349,Community Centre/Facilities,The Pavilion,The Pavilion 1 Hannover Quay Bristol BS1 5JE,1,Hannover Quay,Bristol,BS1 5JE,Cabot,358277,172299,Freehold,,Building,635.27,0.034572,Yes,Land and Buildings
"Bristol, City of",25/01/2016,10245,Retail Warehouse,Unit 19 Avon Valley Business Park,Unit 19 Avon Valley Business Park Chapel Way Bristol BS4 4EU,,Chapel Way,Bristol,BS4 4EU,Brislington East,362167,172621,Freehold,,Building,,0.010512,,Investment Properties
"Bristol, City of",25/01/2016,4757,Store/Depot/Warehouse,Lawrence Hill Bus Depot,Lawrence Hill Bus Depot Easton Road Easton Bristol BS5 0DZ,,Easton Road,Bristol,BS5 0DZ,Lawrence Hill,360761,173664,Freehold,,Building,,2.187312,,Investment Properties
"Bristol, City of",25/01/2016,117089,Secondary School,Fairfield High School,Fairfield High School Allfoxton Road Bristol BS7 9NL,,Allfoxton Road,Bristol,BS7 9NL,Lockleaze,360418,175406,Freehold,,Building,9426.12,2,,Land and Buildings
"Bristol, City of",25/01/2016,9197,Shop/Kiosk,Unit 4 Waring House,,,,,BS1 ,Cabot,,,Freehold,Vacant,Building,79.75,0.0111,,Investment Properties
"Bristol, City of",25/01/2016,9196,Shop/Kiosk,Unit 3 Waring House,Unit 3 Waring House Redcliff Hill Redcliff Bristol BS1 6TB,,Redcliff Hill,Bristol,BS1 6TB,Cabot,359002,172152,Freehold,,Building,,0.0107,,Investment Properties
"Bristol, City of",25/01/2016,5382,Land-Residential,Sanctuary Gardens - Prefab Site,Sanctuary Gardens - Prefab Site Sneyd Park Bristol BS9 1QR,10,Sanctuary Gardens,Bristol,BS9 1QR,Stoke Bishop,355737,175189,Freehold,,Land,,0.468338,Yes,Land and Buildings
"Bristol, City of",25/01/2016,116055,Offices,Bristol Royal Hospital For Sick Children,Bristol Royal Hospital For Sick Children Upper Maudlin Street Bristol BS2 8BJ,,Upper Maudlin Street,Bristol,BS2 8BJ,Cabot,358596,173361,Informal Agreement,,Building,,0.000313,Yes,Land and Buildings
"Bristol, City of",25/01/2016,132866,Land-Quay/Marina/Slipway/Mooring,Baltic Wharf Sailing Club,Baltic Wharf Sailing Club Cumberland Road Hotwells Bristol BS1 6XG,,Cumberland Road,Bristol,BS1 6XG,Cabot,357330,172127,Freehold,,Land,,0.043708,,Land and Buildings
"Bristol, City of",25/01/2016,10237,Retail Warehouse,Unit 11 Avon Valley Business Park,Unit 11 Avon Valley Business Park Chapel Way Bristol BS4 4EU,,Chapel Way,Bristol,BS4 4EU,Brislington East,362156,172711,Freehold,,Building,,0.008039,,Investment Properties
"Bristol, City of",25/01/2016,639,Library,Central Library,Central Library College Green City Centre Bristol BS1 5TL,,Deanery Road,Bristol,BS1 5TL,Cabot,358206,172667,Freehold,,Building,7605.6,0.257756,Yes,Land and Buildings
